stimulus_id,ground_truth_tag,model,condition,epistemic_evidence,stem_term,source
S026,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),antibodies,CoNLL-2010
S027,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),transcription,CoNLL-2010
S027,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),transcription,CoNLL-2010
S028,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),IL-2,CoNLL-2010
S028,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),IL-2,CoNLL-2010
S029,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),CD4,CoNLL-2010
S029,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),CD4,CoNLL-2010
S030,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),DNA ,CoNLL-2010
S030,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),DNA ,CoNLL-2010
S031,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),HCMV ,CoNLL-2010
S031,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),HCMV ,CoNLL-2010
S032,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),HIV-1,CoNLL-2010
S032,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),HIV-1,CoNLL-2010
S033,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),CD28,CoNLL-2010
S033,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),CD28,CoNLL-2010
S034,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),VCAM-1,CoNLL-2010
S034,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),VCAM-1,CoNLL-2010
S035,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),DZA ,CoNLL-2010
S035,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),DZA ,CoNLL-2010
S036,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),IL-10R,CoNLL-2010
S036,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),IL-10R,CoNLL-2010
S037,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),IL-2,CoNLL-2010
S037,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),IL-2,CoNLL-2010
S038,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),AP-1,CoNLL-2010
