stimulus_id,source,ground_truth_tag,epistemic_evidence,stem_term,model,model_id,condition,parse_error,timestamp,reformulation,certainty_level,epistemic_signal,ASL_gloss,jargon_strategy,expansion_reasoning,output,whose_perspective,accountability_note,epistemic_preservation
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,claude-3.5-sonnet,anthropic/claude-3.5-haiku,1C,,2026-05-09T23:55:37.280146,"In this research context, the molecule DZA triggers a specific protein breakdown process targeting IkappaBalpha, but not IkappaBbeta. This breakdown allows NF-kappaB to enter the cell nucleus and bind to DNA, yet interestingly, without activating gene transcription in RAW 264.7 mouse macrophage cells.",high,,,,,,,,
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,gemini-1.5-pro,google/gemini-2.0-flash-001,1C,,2026-05-09T23:55:36.020766,"DZA has two different effects on IkappaB proteins. It causes IkappaBalpha to break down (proteolytic degradation), but it does NOT affect IkappaBbeta. Because IkappaBalpha is degraded, more NF-kappaB can bind to DNA in the nucleus of RAW 264.7 cells. However, even though NF-kappaB can bind to DNA, it does NOT increase gene expression (transcriptional activity) in these cells.",high,,,,,,,,
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,gpt-4o,openai/gpt-4o-mini,1C,,2026-05-09T23:55:36.603010,"DZA helps break down a protein called IkappaBalpha, but not IkappaBbeta. This leads to more NF-kappaB proteins binding to DNA in the nucleus, but does not increase their activity in turning on genes in RAW 264.7 cells.",high,,,,,,,,
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,claude-3.5-sonnet,anthropic/claude-3.5-haiku,2A,,2026-05-09T23:55:39.329579,,,,TOGETHER TAKE DZA PUSH BREAK-DOWN PROTEIN IPPA-ALPHA NOT IPPA-BETA RESULT INCREASE DNA CONNECT ACTIVITY NF-KAPPAب INSIDE NUCLEUS NO TALK-GENE RAW 264.7 CELL,fingerspell,,,,,
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,gemini-1.5-pro,google/gemini-2.0-flash-001,2A,,2026-05-09T23:55:37.335119,,,,"TOGETHER, DZA (fingerspell) CAUSE I-KAPPA-B-ALPHA (fingerspell) BREAK-DOWN, BUT I-KAPPA-B-BETA (fingerspell) NO. RESULT NF-KAPPA-B (fingerspell) DNA BINDING INCREASE NUCLEUS INSIDE, BUT TRANSCRIPTION ACTIVITY NONE RAW TWO-SIX-FOUR-POINT-SEVEN (fingerspell) CELLS.",fingerspell,,,,,
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,gpt-4o,openai/gpt-4o-mini,2A,,2026-05-09T23:55:38.588376,,,,TOGETHER DZA PROMOTE PROTEOLYTIC DEGRADE IkappaBalpha BUT NOT IkappaBbeta RESULT IN INCREASE DNA BIND ACTIVITY NF-kappaB NUCLEUS ABSENCE TRANSCRIPTIONAL ACTIVITY RAW 264.7 CELLS,fingerspell,,,,,
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,claude-3.5-sonnet,anthropic/claude-3.5-haiku,2B,,2026-05-09T23:55:40.454771,,,,RESEARCH-TERM POINT-TO-DIAGRAM DZA PROTEIN BREAK-DOWN SPECIFIC PROTEIN-CHAIN BLOCK NUCLEAR-SIGNAL ACTIVATE WITHOUT GENE-EXPRESSION,expand,"Technical molecular biology acronym requires conceptual mapping to reduce cognitive processing, using visual referencing and functional description to support DHH students' comprehension of complex scientific mechanism",,,,
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,gemini-1.5-pro,google/gemini-2.0-flash-001,2B,,2026-05-09T23:55:39.972784,,,,"DZA (PROTEIN/ENZYME) [EXPLAIN: DZA] PRO-MOTE BREAK-DOWN I-KAPPA-B-ALPHA, BUT NOT I-KAPPA-B-BETA, RESULT INCREASE DNA BINDING NF-KAPPA-B NUCLEUS, ABSENT TRANSCRIPTION ACTIVITY RAW 264.7 CELLS",expand,"Given the audience of Deaf and Hard-of-Hearing graduate students and the research indicating that excessive fingerspelling increases cognitive load, expanding 'DZA' is the most socially responsible approach. Since 'DZA' is likely a protein or enzyme, I would first fingerspell it once, then immediately provide a brief explanation of what DZA is (e.g., 'DZA (PROTEIN/ENZYME)'). This allows students to connect the abbreviation to its meaning, reducing cognitive load and promoting comprehension. Subsequent mentions of DZA can be fingerspelled or abbreviated with the understanding that the audience now has context.",,,,
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,gpt-4o,openai/gpt-4o-mini,2B,,2026-05-09T23:55:38.213701,,,,DZA,expand,"Expanding the term conceptually helps to reduce cognitive load for Deaf and Hard-of-Hearing students by providing context and meaning rather than relying on fingerspelling, which can be overwhelming with technical terms.",,,,
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,claude-3.5-sonnet,anthropic/claude-3.5-haiku,3A,,2026-05-09T23:55:41.810175,,,,,,,"Let me break this down for you. DZA is causing a specific protein breakdown process that targets IkappaBalpha, but not its similar protein IkappaBbeta. This breakdown allows NF-kappaB (a transcription factor) to move into the cell's nucleus and bind to DNA. However, even though NF-kappaB is in the nucleus, it's not actually activating gene transcription in these RAW 264.7 cells (which are a type of mouse macrophage cell line).",scientific researcher explaining molecular mechanism,,
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,gemini-1.5-pro,google/gemini-2.0-flash-001,3A,,2026-05-09T23:55:40.530134,,,,,,,"Okay, let's break down this sentence. Imagine DZA as a key that unlocks a process. This process specifically targets and destroys a protein called IkappaBalpha (think of it as a lock on a switch). However, DZA *doesn't* affect a similar protein called IkappaBbeta. Because IkappaBalpha is destroyed, another protein called NF-kappaB (think of it as the switch) is now free to move into the nucleus (the control center of the cell). Once inside, NF-kappaB can bind to DNA. However, even though it's bound to DNA, it's *not* actually turning on any genes (it's not flipping the switch). All of this is happening in a specific type of immune cell called RAW 264.7 cells.",teacher,,
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,gpt-4o,openai/gpt-4o-mini,3A,,2026-05-09T23:55:39.002276,,,,,,,"DZA helps break down IkappaBalpha, which allows NF-kappaB to bind to DNA in the nucleus, but it does not affect IkappaBbeta. However, this process does not lead to increased transcriptional activity in RAW 264.7 cells.","This explanation is from a scientific perspective, focusing on the molecular mechanisms involved in the regulation of NF-kappaB activity.",,
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,claude-3.5-sonnet,anthropic/claude-3.5-haiku,3B,,2026-05-09T23:55:42.248526,,,,,,,"Collectively, DZA encourages the breakdown of IkappaBalpha protein, specifically not affecting IkappaBbeta, which leads to enhanced NF-kappaB nuclear DNA binding capability without triggering transcriptional activation in RAW 264.7 cell lines.",scientific researcher studying cellular signaling mechanisms,"Preserved original technical terminology, specific protein names, cell line reference, and core mechanistic description while making language slightly more accessible",
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,gemini-1.5-pro,google/gemini-2.0-flash-001,3B,,2026-05-09T23:55:41.729578,,,,,,,"Okay, so DZA, when considered as a whole, helps break down IkappaBalpha, but it doesn't do the same to IkappaBbeta. This breakdown leads to more NF-kappaB being able to bind to DNA inside the nucleus of RAW 264.7 cells. However, even though it's binding to DNA, it's not actually turning on genes in those cells.",student,"I preserved the core scientific information about DZA's effect on IkappaBalpha/beta, NF-kappaB DNA binding, and transcriptional activity in RAW 264.7 cells. I simplified the language to make it more accessible to a student, focusing on conveying the key relationships and outcomes.",
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,gpt-4o,openai/gpt-4o-mini,3B,,2026-05-09T23:55:41.179827,,,,,,,"DZA facilitates the breakdown of IkappaBalpha, but not IkappaBbeta, leading to enhanced DNA binding activity of NF-kappaB in the nucleus, while its transcriptional activity remains absent in RAW 264.7 cells.","The speaker's perspective is maintained, focusing on the biochemical processes and their implications in the specified cell type.","I preserved the key scientific concepts, including the specific proteins involved (IkappaBalpha and IkappaBbeta), the role of DZA, and the context of RAW 264.7 cells.",
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,claude-3.5-sonnet,anthropic/claude-3.5-haiku,3C,,2026-05-09T23:55:44.625929,,,,,,,"Based on the evidence, DZA appears to trigger the breakdown of IkappaBalpha protein, but not IkappaBbeta protein. This leads to increased NF-kappaB DNA binding in the nucleus of RAW 264.7 cells, though notably without activating transcription.",Scientific researcher reporting experimental findings,Direct interpretation of research findings with precise molecular details,"Maintained original language's cautious scientific tone by using 'appears to' instead of absolute statements, reflecting the empirical nature of the research observation. Preserved the specific molecular mechanism description to ensure technical accuracy for a scientific audience."
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,gemini-1.5-pro,google/gemini-2.0-flash-001,3C,,2026-05-09T23:55:43.408171,,,,,,,"Okay, so putting all the data together, it looks like DZA *helps break down* IkappaBalpha, but *doesn't seem to affect* IkappaBbeta. This *leads to* more NF-kappaB binding to DNA inside the nucleus. *However*, even though it's binding, it *doesn't appear to be* turning on genes in RAW 264.7 cells.",Speaker's,"I used phrases like ""it looks like,"" ""doesn't seem to affect,"" ""leads to,"" ""however,"" and ""doesn't appear to be"" to reflect the speaker's level of certainty based on the phrase ""taken together."" This suggests an interpretation of data rather than a definitive, proven fact.","I preserved the epistemic status by using hedges and qualifiers to indicate the speaker's interpretation of the data. ""Taken together"" implies a conclusion drawn from multiple sources, suggesting a level of inference rather than absolute certainty. I translated this into phrases that convey a similar level of confidence, such as ""it looks like"" and ""doesn't appear to be."""
S035,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),DZA ,gpt-4o,openai/gpt-4o-mini,3C,,2026-05-09T23:55:44.194424,,,,,,,"DZA appears to promote the breakdown of IkappaBalpha, but it does not seem to affect IkappaBbeta. This leads to an increase in the DNA binding activity of NF-kappaB in the nucleus, although it does not seem to trigger its transcriptional activity in RAW 264.7 cells.","The speaker seems to be presenting findings from their research with a degree of confidence, indicating a clear distinction between the effects on IkappaBalpha and IkappaBbeta.","The speaker's certainty about the effects of DZA on IkappaBalpha and IkappaBbeta is maintained, but the language is softened to ensure clarity for the student.","I preserved the speaker's level of certainty by using phrases like 'appears to' and 'does not seem to,' which reflect the original findings while making it clear that there is some level of interpretation involved. This modification helps convey the research's conclusions without overstating the certainty of the results."
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,claude-3.5-sonnet,anthropic/claude-3.5-haiku,1A,,2026-05-09T23:55:43.594001,The part of the interleukin 10 receptor inside the cell contains specific protein sequence patterns similar to those found in other cytokine receptors. These patterns are crucial for triggering STAT3 activation and enabling gene transcription through specific genetic regulatory elements.,high,,,,,,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gemini-1.5-pro,google/gemini-2.0-flash-001,1A,,2026-05-09T23:55:43.458756,"The receptor for interleukin 10 (IL-10R), specifically its region within the cell's cytoplasm, possesses two specific sequence patterns called 'box 3 motifs.' These motifs are also found in receptors that transmit signals for IL-6-like cytokines. Importantly, these box 3 motifs are known to be essential for activating the STAT3 protein and, consequently, for triggering gene expression through DNA sequences that respond to IL-6 signaling.",high,,,,,,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gpt-4o,openai/gpt-4o-mini,1A,,2026-05-09T23:55:43.400887,"The part of the interleukin 10 receptor (IL-10R) that is located in the cytoplasm includes two specific sequence motifs known as box 3. These motifs have been recognized in the receptor subunits that transmit signals for IL-6-type cytokines and are essential for activating the STAT3 protein, which in turn promotes transcription through elements responsive to IL-6.",high,,,,,,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,claude-3.5-sonnet,anthropic/claude-3.5-haiku,1B,,2026-05-09T23:55:47.464548,"In the cytoplasmic part of the interleukin 10 receptor, researchers have discovered two specific sequence patterns called box 3 motifs. These motifs are also found in signal-transmitting parts of IL-6-type cytokine receptors. Current evidence suggests these motifs are crucial for activating the STAT3 protein and triggering gene transcription through IL-6-responsive genetic elements.",high,"Used phrases like 'researchers have discovered' and 'current evidence suggests' to reflect the original text's factual, research-based tone, and maintained the definitive language of the original statement",,,,,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gemini-1.5-pro,google/gemini-2.0-flash-001,1B,,2026-05-09T23:55:45.286453,"The part inside the cell, the cytoplasmic domain, of the Interleukin 10 receptor, or IL-10R, has two box 3 sequence motifs. These motifs are also found in signal-transducing receptor subunits for IL-6-type cytokines. These motifs are noted to be required for activating STAT3. Activating STAT3 induces transcription through IL-6-responsive elements.",medium,"The original sentence presents information as established knowledge, so I maintained a neutral tone without adding or removing hedging. The use of 'noted to be required' was directly translated to maintain the original level of certainty.",,,,,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gpt-4o,openai/gpt-4o-mini,1B,,2026-05-09T23:55:45.438145,The part of the interleukin 10 receptor (IL-10R) that is inside the cell has two specific sequence patterns called box 3 motifs. These motifs are found in receptor subunits that transmit signals for IL-6-type cytokines. They are important for activating a protein called STAT3 and for starting the process of transcription through elements that respond to IL-6.,high,The use of definitive language such as 'has' and 'are important' indicates a high level of certainty.,,,,,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,claude-3.5-sonnet,anthropic/claude-3.5-haiku,1C,,2026-05-09T23:55:47.433785,"In the inner part of the cell, the IL-10 receptor has specific protein sequence patterns called 'box 3' motifs. These patterns are similar to those found in other immune signaling receptors for IL-6-type molecules. When these motifs are present, they help activate a protein called STAT3 and trigger gene expression through specific genetic control regions associated with IL-6 responses.",high,,,,,,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gemini-1.5-pro,google/gemini-2.0-flash-001,1C,,2026-05-09T23:55:47.052576,"The IL-10R protein has a tail inside the cell (cytoplasmic domain). This tail has two specific parts called ""box 3"" sequences. These ""box 3"" sequences are also found in other similar receptor proteins (IL-6-type cytokine receptors). These ""box 3"" sequences are important for turning on STAT3 and causing genes to be read and copied (transcription) using IL-6-responsive elements.",high,,,,,,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gpt-4o,openai/gpt-4o-mini,1C,,2026-05-09T23:55:44.899209,"The part of the interleukin 10 receptor (IL-10R) that is inside the cell has two specific sequence patterns called box 3 motifs. These motifs are also found in other receptors that transmit signals for IL-6-type cytokines. They are important for activating a protein called STAT3, which helps start the process of making certain genes active in response to IL-6.",high,,,,,,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,claude-3.5-sonnet,anthropic/claude-3.5-haiku,2A,,2026-05-09T23:55:48.417829,,,,RECEPTOR IL-10R CYTOPLASM INSIDE TWO BOX-3 SEQUENCE EXIST. THOSE SEQUENCE SIMILAR IL-6 TYPE CYTOKINE SIGNAL RECEPTOR. IMPORTANT BECAUSE ACTIVATE STAT3 AND PUSH GENE TURN-ON THROUGH IL-6 RESPONSE ELEMENTS,fingerspell,,,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gemini-1.5-pro,google/gemini-2.0-flash-001,2A,,2026-05-09T23:55:46.641343,,,,"RECEPTOR INTERLEUKIN-10 (IL-10R) INSIDE CELL PART, TWO BOX-3 SEQUENCE PATTERN HAVE IDENTIFIED. SIMILAR SIGNAL-TRANSDUCING RECEPTOR SUBUNIT INTERLEUKIN-6 CYTOKINE. IMPORTANT ACTIVATE STAT3, CAUSE TRANSCRIPTION INTERLEUKIN-6 RESPONSIVE ELEMENT.",fingerspell,,,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gpt-4o,openai/gpt-4o-mini,2A,,2026-05-09T23:55:47.696539,,,,CYTOPLASMIC DOMAIN RECEPTOR INTERLEUKIN 10 (IL-10R) CONTAIN TWO BOX 3 SEQUENCE MOTIFS IDENTIFIED SIGNAL-TRANSDUCING RECEPTOR SUBUNITS IL-6-TYPE CYTOKINES REQUIRED ACTIVATE STAT3 INDUCE TRANSCRIPTION IL-6-RESPONSIVE ELEMENTS,fingerspell|expand|other,,,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,claude-3.5-sonnet,anthropic/claude-3.5-haiku,2B,,2026-05-09T23:55:50.359962,,,,CYTOKINE RECEPTOR IL-TEN INSIDE CELL PROTEIN-STRUCTURE CONTAIN TWO BOX-THREE PATTERN CONNECT-TO SIGNAL-PATHWAY ACTIVATE GENE-EXPRESSION,expand,"Technical molecular biology terminology requires conceptual translation to reduce cognitive load for Deaf graduate students, focusing on meaning and functional relationships rather than precise letter-by-letter spelling of complex scientific acronyms",,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gemini-1.5-pro,google/gemini-2.0-flash-001,2B,,2026-05-09T23:55:48.859189,,,,INTERLEUKIN TEN RECEPTOR,expand,"Given the audience of Deaf and Hard-of-Hearing graduate students and the research indicating that excessive fingerspelling increases cognitive load, expanding 'IL-10R' to 'INTERLEUKIN TEN RECEPTOR' is the most socially responsible approach. This provides immediate conceptual understanding and reduces the burden of processing individual letters, allowing students to focus on the complex scientific information being presented. While fingerspelling might be necessary initially to introduce the abbreviation, consistently expanding it throughout the lecture will improve comprehension and retention.",,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gpt-4o,openai/gpt-4o-mini,2B,,2026-05-09T23:55:48.953455,,,,The cytoplasmic domain of the receptor for interleukin 10 contains two box 3 sequence motifs that have been identified in the signal-transducing receptor subunits for IL-6-type cytokines and noted to be required for activating STAT3 and inducing transcription through IL-6-responsive elements.,expand,"Expanding the term conceptually helps to reduce cognitive load for Deaf and Hard-of-Hearing students by providing a clearer understanding of the term's significance and context, rather than overwhelming them with fingerspelling technical jargon.",,,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,claude-3.5-sonnet,anthropic/claude-3.5-haiku,3A,,2026-05-09T23:55:50.745505,,,,,,,"Let me break this down for you. The IL-10 receptor has a specific part called the cytoplasmic domain, which contains two special sequence patterns called 'box 3 motifs'. These motifs are similar to those found in other cytokine receptors, like those for IL-6. When these motifs are present, they help activate a protein called STAT3, which then triggers gene transcription through specific DNA elements related to IL-6 responses.",professor explaining to a molecular biology student,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gemini-1.5-pro,google/gemini-2.0-flash-001,3A,,2026-05-09T23:55:50.323365,,,,,,,"Okay, let's break this down. Imagine a cell has a special door called the IL-10 receptor (IL-10R). This door has a part inside the cell, the 'cytoplasmic domain'. This inside part has two specific patterns, like special keys, called 'box 3 sequence motifs'. These 'box 3' keys are also found in other similar doors (receptors for IL-6-type cytokines). Scientists have noticed that these 'box 3' keys are *essential* for activating a protein called STAT3. When STAT3 is activated, it goes into the nucleus and turns on genes that have specific 'IL-6-responsive elements' in their DNA. So, basically, the IL-10 receptor uses these 'box 3' keys to activate STAT3, which then turns on specific genes, similar to how other related receptors work.",teacher,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gpt-4o,openai/gpt-4o-mini,3A,,2026-05-09T23:55:49.437330,,,,,,,"The cytoplasmic part of the interleukin 10 receptor (IL-10R) has two specific sequence motifs known as box 3. These motifs are important because they are found in receptor subunits that transmit signals for IL-6-type cytokines. They are necessary for activating a protein called STAT3, which helps in starting the process of transcription through elements that respond to IL-6.",This explanation is from the perspective of a student learning about cytokine signaling and the role of specific motifs in receptor function.,,
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,claude-3.5-sonnet,anthropic/claude-3.5-haiku,3B,,2026-05-09T23:55:52.590657,,,,,,,"The cytoplasmic part of the interleukin 10 receptor contains two specific sequence motifs called box 3, which are similar to those found in IL-6 receptor subunits. These motifs are crucial for activating the STAT3 protein and triggering gene transcription through IL-6-responsive genetic elements.",scientific/molecular biology researcher,"Preserved the technical details about receptor domain structure, sequence motif identification, functional mechanism of STAT3 activation, and transcriptional regulation while simplifying complex terminology for comprehension",
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gemini-1.5-pro,google/gemini-2.0-flash-001,3B,,2026-05-09T23:55:50.955598,,,,,,,"Okay, so basically, the part of the IL-10 receptor that's inside the cell, called the cytoplasmic domain, has two specific sequences called 'box 3 motifs'. These sequences are also found in receptors that respond to IL-6-like signals. Importantly, these 'box 3 motifs' are needed to activate a protein called STAT3, which then turns on genes that respond to IL-6.",student,"I preserved the core scientific information about the location of the box 3 motifs, their presence in IL-6-type cytokine receptors, and their role in STAT3 activation and IL-6-responsive transcription. I simplified the language and added context to make it easier for a student to understand.",
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gpt-4o,openai/gpt-4o-mini,3B,,2026-05-09T23:55:50.805921,,,,,,,The part of the IL-10 receptor that is inside the cell has two specific sequence motifs known as box 3. These motifs are also found in the receptor subunits that transmit signals for IL-6-type cytokines. They are necessary for activating a protein called STAT3 and for starting the process of transcription through elements that respond to IL-6.,"The student’s perspective, aiming for clarity and understanding of the scientific content.","I preserved the key scientific concepts, including the specific motifs, their relation to IL-6-type cytokines, the activation of STAT3, and the role in transcription.",
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,claude-3.5-sonnet,anthropic/claude-3.5-haiku,3C,,2026-05-09T23:55:54.103521,,,,,,,The cytoplasmic part of the IL-10 receptor contains two specific sequence patterns that researchers have previously observed in IL-6 receptor components. These patterns appear to be crucial for activating the STAT3 protein and triggering gene transcription through specific genetic response elements.,Scientific literature/research publication,Direct citation and description of observed molecular mechanism with established scientific evidence,"Maintained original statement's factual tone and precise language, preserving the empirical observation status without introducing unwarranted certainty or speculation. Kept the technical specificity while making terminology more accessible."
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gemini-1.5-pro,google/gemini-2.0-flash-001,3C,,2026-05-09T23:55:53.012036,,,,,,,"The part of the IL-10R receptor inside the cell (cytoplasmic domain) HAS two ""box 3"" sequences. These sequences ARE ALSO FOUND in receptors that pass signals for IL-6-type cytokines. Researchers HAVE OBSERVED that these ""box 3"" sequences ARE NECESSARY to turn on STAT3 and cause transcription through IL-6-responsive elements.","The speaker's, reporting on established scientific findings.","I added phrases like ""HAS"", ""ARE ALSO FOUND"", ""HAVE OBSERVED"", and ""ARE NECESSARY"" to emphasize the established nature of these findings. I avoided hedging language as the original sentence presents these facts as known.","The original sentence presents established scientific knowledge. I preserved this by using strong verbs and avoiding qualifiers like ""may"", ""might"", or ""suggests"". The added phrases reinforce the certainty implied in the original sentence, ensuring the Deaf student understands the information as factual within the scientific community."
S036,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-10R,gpt-4o,openai/gpt-4o-mini,3C,,2026-05-09T23:55:53.416650,,,,,,,The cytoplasmic domain of the receptor for interleukin 10 (IL-10R) has two box 3 sequence motifs. These motifs have been identified in the signal-transducing receptor subunits for IL-6-type cytokines and are required for activating STAT3 and inducing transcription through IL-6-responsive elements.,"The speaker appears to present this information as established knowledge in the field of cytokine signaling, suggesting a high level of certainty about the existence and function of the box 3 sequence motifs.","The information conveyed is based on established scientific findings, and I have maintained the speaker's level of certainty by using definitive language such as 'has' and 'are required.'","I preserved the epistemic status of the original utterance by using assertive language that reflects the speaker's confidence in the findings. I avoided hedging phrases that could imply uncertainty, ensuring that the student receives a clear and confident representation of the research."
S037,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-2,claude-3.5-sonnet,anthropic/claude-3.5-haiku,1A,,2026-05-09T23:55:53.011524,"In our earlier research, we discovered that T lymphocytes from a patient with severe combined immunodeficiency exhibit impaired gene transcription for multiple interleukin genes, specifically IL-2, IL-3, IL-4, and IL-5.",high,,,,,,,,
S037,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-2,gemini-1.5-pro,google/gemini-2.0-flash-001,1A,,2026-05-09T23:55:53.432896,"Our earlier research showed that T cells from a child with severe combined immunodeficiency exhibited impaired transcription of multiple lymphokine genes, specifically those encoding the interleukins IL-2, IL-3, IL-4, and IL-5.",high,,,,,,,,
S037,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-2,gpt-4o,openai/gpt-4o-mini,1A,,2026-05-09T23:55:52.466926,"In earlier research, we found that the T cells of a child with severe combined immunodeficiency show impairments in the transcription of various lymphokine genes, specifically those that produce interleukins 2, 3, 4, and 5 (IL-2, IL-3, IL-4, and IL-5).",high,,,,,,,,
S037,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-2,claude-3.5-sonnet,anthropic/claude-3.5-haiku,1B,,2026-05-09T23:55:55.977625,"In our prior research, we documented that T lymphocytes from a child diagnosed with severe combined immunodeficiency demonstrate impaired transcriptional activity across multiple lymphokine genes, specifically involving interleukin genes IL2, IL3, IL4, and IL5.",high,"Used definitive language like 'documented' and 'demonstrate', which preserves the original's assertive tone, and maintained the precise scientific reporting style of the original statement",,,,,,,
S037,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-2,gemini-1.5-pro,google/gemini-2.0-flash-001,1B,,2026-05-09T23:55:54.675496,"We've shown before that, in a child with severe combined immunodeficiency, their T lymphocytes have problems transcribing several lymphokine genes. These genes include IL2, IL3, IL4, and IL5. These encode interleukins 2, 3, 4, and 5 (IL-2, -3, -4, and -5).",high,Used 'We've shown before' to reflect 'We have previously reported' which indicates high certainty due to prior publication.,,,,,,,
S037,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-2,gpt-4o,openai/gpt-4o-mini,1B,,2026-05-09T23:55:54.677095,"We previously reported that the T lymphocytes from a child with severe combined immunodeficiency have defects in the transcription of several lymphokine genes, including IL2, IL3, IL4, and IL5, which encode interleukins 2, 3, 4, and 5 (IL-2, -3, -4, and -5).",high,The use of 'previously reported' indicates a strong level of certainty.,,,,,,,
S037,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-2,claude-3.5-sonnet,anthropic/claude-3.5-haiku,1C,,2026-05-09T23:55:56.259765,"In our prior research, we discovered that a child diagnosed with severe combined immunodeficiency has T lymphocytes with impaired genetic expression. Specifically, these immune cells struggle to correctly transcribe genetic instructions for producing important signaling proteins called interleukins 2, 3, 4, and 5. This genetic transcription defect prevents the normal communication and coordination of immune system responses.",high,,,,,,,,
S037,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-2,gemini-1.5-pro,google/gemini-2.0-flash-001,1C,,2026-05-09T23:55:55.328843,"Earlier, we found that T cells from a child with SCID (severe combined immunodeficiency) had problems making copies (transcription) of several lymphokine genes. These genes are important because they tell the cell how to build interleukins 2, 3, 4, and 5 (IL-2, IL-3, IL-4, and IL-5). The child's T cells weren't transcribing the genes for these interleukins correctly.",high,,,,,,,,
S037,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-2,gpt-4o,openai/gpt-4o-mini,1C,,2026-05-09T23:56:01.851205,"In our earlier research, we found that the T lymphocytes from a child with severe combined immunodeficiency do not properly produce the instructions for several important signaling proteins called lymphokines. These include interleukins 2, 3, 4, and 5, which are referred to as IL-2, IL-3, IL-4, and IL-5.",high,,,,,,,,
S037,CoNLL-2010,ASSERTIVE,N/A (no hedge cues),IL-2,claude-3.5-sonnet,anthropic/claude-3.5-haiku,2A,,2026-05-09T23:55:56.852904,,,,PAST REPORT WE T-CELL CHILD SEVERE IMMUNE-PROBLEM GENE PROBLEM TRANSCRIBE LYMPHOKINE GENE LIST IL2 IL3 IL4 IL5 MEAN INTERLEUKIN 2 3 4 5,fingerspell,,,,,
